Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
POMC_OPRD1	POMC	proopiomelanocortin	OPRD1	opioid receptor, delta 1		HPMR	IUPHAR		STRING.binding		POMC			known	literature supported
POMC_OPRK1	POMC	proopiomelanocortin	OPRK1	opioid receptor, kappa 1		HPMR	IUPHAR		STRING.binding		POMC	OPRK1		known	literature supported
POMC_OPRM1	POMC	proopiomelanocortin	OPRM1	opioid receptor, mu 1		HPMR			STRING.binding		POMC	OPRM1		known	literature supported
PON2_HTR2A	PON2	paraoxonase 2	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled				HPRD				HTR2A		novel	literature supported
PPBP_CXCR1	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	CXCR1	chemokine (C-X-C motif) receptor 1		HPMR		HPRD		STRING.experiment	PPBP	IL8RA		known	literature supported
PPBP_CXCR2	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	CXCR2	chemokine (C-X-C motif) receptor 2	DLRP		IUPHAR	HPRD	STRING.binding	STRING.experiment	PPBP	IL8RB		known	literature supported
PPBP_DARC	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	DARC	Duffy blood group, atypical chemokine receptor	DLRP						PPBP	DARC		known	putative
PPY_NPY1R	PPY	pancreatic polypeptide	NPY1R	neuropeptide Y receptor Y1					STRING.binding		PPY	NPY1R		novel	putative
PPY_NPY2R	PPY	pancreatic polypeptide	NPY2R	neuropeptide Y receptor Y2					STRING.binding		PPY	NPY2R		novel	putative
PPY_NPY4R	PPY	pancreatic polypeptide	NPY4R	neuropeptide Y receptor Y4		HPMR	IUPHAR	HPRD	STRING.binding		PPY	PPYR1		known	literature supported
PPY_NPY5R	PPY	pancreatic polypeptide	NPY5R	neuropeptide Y receptor Y5			IUPHAR		STRING.binding		PPY	NPY5R		known	literature supported
PRLH_PRLHR	PRLH	prolactin releasing hormone	PRLHR	prolactin releasing hormone receptor		HPMR	IUPHAR	HPRD	STRING.binding		PRLH	PRLHR		known	literature supported
PRL_PRLR	PRL	prolactin	PRLR	prolactin receptor		HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	PRL	PRLR		known	literature supported
PRND_RPSA	PRND	prion protein 2 (dublet)	RPSA	ribosomal protein SA		HPMR		HPRD			PRND	RPSA		known	literature supported
PROC_ITGAM	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)					STRING.binding		PROC	ITGAM		novel	putative
PROC_ITGB2	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)					STRING.binding		PROC	ITGB2		novel	putative
PROC_PROCR	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	PROCR	protein C receptor, endothelial		HPMR		HPRD		STRING.experiment	PROC	PROCR		known	literature supported
PROC_THBD	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	THBD	thrombomodulin				HPRD			PROC	THBD		novel	literature supported
PROK1_PROKR1	PROK1	prokineticin 1	PROKR1	prokineticin receptor 1		HPMR	IUPHAR		STRING.binding		PROK1	PROKR1		known	literature supported
PROK1_PROKR2	PROK1	prokineticin 1	PROKR2	prokineticin receptor 2		HPMR	IUPHAR		STRING.binding		PROK1	PROKR2		known	literature supported
PROK2_PROKR1	PROK2	prokineticin 2	PROKR1	prokineticin receptor 1			IUPHAR		STRING.binding		PROK2	PROKR1		known	literature supported
PROK2_PROKR2	PROK2	prokineticin 2	PROKR2	prokineticin receptor 2		HPMR	IUPHAR		STRING.binding		PROK2	PROKR2		known	literature supported
PROS1_AXL	PROS1	protein S (alpha)	AXL	AXL receptor tyrosine kinase		HPMR	IUPHAR				PROS1	AXL		known	literature supported
PROS1_TYRO3	PROS1	protein S (alpha)	TYRO3	TYRO3 protein tyrosine kinase		HPMR	IUPHAR	HPRD			PROS1	TYRO3		known	literature supported
PRSS23_TMEM222	PRSS23	protease, serine, 23	TMEM222	transmembrane protein 222				HPRD						novel	literature supported
PSAP_CD1B	PSAP	prosaposin	CD1B	CD1b molecule				HPRD			PSAP			novel	literature supported
PSAP_CELSR1	PSAP	prosaposin	CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1				HPRD			PSAP	CELSR1		novel	literature supported
PSAP_GPR37	PSAP	prosaposin	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)		HPMR	IUPHAR				PSAP	GPR37		known	literature supported
PSAP_GPR37L1	PSAP	prosaposin	GPR37L1	G protein-coupled receptor 37 like 1		HPMR	IUPHAR				PSAP	GPR37L1		known	literature supported
PSAP_LRP1	PSAP	prosaposin	LRP1	low density lipoprotein receptor-related protein 1		HPMR					PSAP	LRP1		known	literature supported
PSAP_SORT1	PSAP	prosaposin	SORT1	sortilin 1					STRING.binding		PSAP	SORT1		novel	putative
PSEN1_CD44	PSEN1	presenilin 1	CD44	CD44 molecule (Indian blood group)					STRING.binding		PSEN1	CD44		novel	putative
PSEN1_NCSTN	PSEN1	presenilin 1	NCSTN	nicastrin		HPMR		HPRD	STRING.binding	STRING.experiment	PSEN1	NCSTN		known	literature supported
PSEN1_NOTCH1	PSEN1	presenilin 1	NOTCH1	notch 1				HPRD	STRING.binding	STRING.experiment	PSEN1	NOTCH1		novel	literature supported
PSEN1_NOTCH2	PSEN1	presenilin 1	NOTCH2	notch 2				HPRD			PSEN1	NOTCH2		novel	literature supported
PSEN1_NOTCH3	PSEN1	presenilin 1	NOTCH3	notch 3				HPRD			PSEN1	NOTCH3		novel	literature supported
PSEN1_NOTCH4	PSEN1	presenilin 1	NOTCH4	notch 4				HPRD			PSEN1	NOTCH4		novel	literature supported
PSPN_GFRA1	PSPN	persephin	GFRA1	GDNF family receptor alpha 1					STRING.binding		PSPN	GFRA1	20350599	novel	literature supported
PSPN_GFRA4	PSPN	persephin	GFRA4	GDNF family receptor alpha 4		HPMR		HPRD	STRING.binding		PSPN	GFRA4		known	literature supported
PSPN_RET	PSPN	persephin	RET	ret proto-oncogene		HPMR					PSPN	RET		known	literature supported
PSPN_SDC3	PSPN	persephin	SDC3	syndecan 3					STRING.binding		PSPN	SDC3		novel	putative
PTDSS1_JMJD6	PTDSS1	phosphatidylserine synthase 1	JMJD6	jumonji domain containing 6		HPMR					PTDSS1	PTDSR		known	literature supported
PTDSS1_SCARB1	PTDSS1	phosphatidylserine synthase 1	SCARB1	scavenger receptor class B, member 1		HPMR					PTDSS1	SCARB1		known	literature supported
PTGS2_ALOX5	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	ALOX5	arachidonate 5-lipoxygenase					STRING.binding		PTGS2			novel	EXCLUDED not receptor
PTGS2_CAV1	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	CAV1	caveolin 1, caveolae protein, 22kDa				HPRD	STRING.binding	STRING.experiment	PTGS2			novel	literature supported
PTGS2_PTGDR2	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	PTGDR2	prostaglandin D2 receptor 2		HPMR					PTGS2	GPR44		known	literature supported
PTH2_PTH1R	PTH2	parathyroid hormone 2	PTH1R	parathyroid hormone 1 receptor			IUPHAR					PTHR1		known	literature supported
PTH2_PTH2R	PTH2	parathyroid hormone 2	PTH2R	parathyroid hormone 2 receptor		HPMR	IUPHAR	HPRD				PTHR2		known	literature supported
PTHLH_PRLHR	PTHLH	parathyroid hormone-like hormone	PRLHR	prolactin releasing hormone receptor			IUPHAR				PTHLH	PRLHR		known	literature supported
PTHLH_PTH1R	PTHLH	parathyroid hormone-like hormone	PTH1R	parathyroid hormone 1 receptor		HPMR	IUPHAR	HPRD	STRING.binding		PTHLH	PTHR1		known	literature supported
PTHLH_PTH2R	PTHLH	parathyroid hormone-like hormone	PTH2R	parathyroid hormone 2 receptor			IUPHAR		STRING.binding		PTHLH	PTHR2		known	literature supported
PTH_PTH1R	PTH	parathyroid hormone	PTH1R	parathyroid hormone 1 receptor		HPMR		HPRD	STRING.binding		PTH	PTHR1		known	literature supported
PTH_PTH2R	PTH	parathyroid hormone	PTH2R	parathyroid hormone 2 receptor		HPMR		HPRD	STRING.binding		PTH	PTHR2		known	literature supported
PTMA_VIPR1	PTMA	prothymosin, alpha	VIPR1	vasoactive intestinal peptide receptor 1				HPRD			PTMA	VIPR1		novel	literature supported
PTN_ALK	PTN	pleiotrophin	ALK	anaplastic lymphoma receptor tyrosine kinase				HPRD	STRING.binding	STRING.experiment	PTN	ALK		novel	literature supported
PTN_CDH10	PTN	pleiotrophin	CDH10	cadherin 10, type 2 (T2-cadherin)				HPRD			PTN			novel	literature supported
PTN_PLXNB2	PTN	pleiotrophin	PLXNB2	plexin B2				HPRD			PTN	PLXNB2		novel	literature supported
PTN_PTPRB	PTN	pleiotrophin	PTPRB	protein tyrosine phosphatase, receptor type, B	DLRP						PTN		22839765	known	literature supported
PTN_PTPRS	PTN	pleiotrophin	PTPRS	protein tyrosine phosphatase, receptor type, S				HPRD			PTN	PTPRS		novel	literature supported
PTN_PTPRZ1	PTN	pleiotrophin	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	PTN	PTPRZ1		known	literature supported
PTN_SDC1	PTN	pleiotrophin	SDC1	syndecan 1				HPRD	STRING.binding	STRING.experiment	PTN	SDC1		novel	literature supported
PTN_SDC3	PTN	pleiotrophin	SDC3	syndecan 3				HPRD	STRING.binding		PTN	SDC3		novel	literature supported
PYY_FAP	PYY	peptide YY	FAP	fibroblast activation protein, alpha									21314817	novel	literature supported
PYY_NPY1R	PYY	peptide YY	NPY1R	neuropeptide Y receptor Y1		HPMR		HPRD	STRING.binding		PYY	NPY1R		known	literature supported
PYY_NPY2R	PYY	peptide YY	NPY2R	neuropeptide Y receptor Y2			IUPHAR	HPRD	STRING.binding		PYY	NPY2R		known	literature supported
PYY_NPY4R	PYY	peptide YY	NPY4R	neuropeptide Y receptor Y4		HPMR	IUPHAR	HPRD	STRING.binding		PYY	PPYR1		known	literature supported
PYY_NPY5R	PYY	peptide YY	NPY5R	neuropeptide Y receptor Y5		HPMR		HPRD	STRING.binding		PYY	NPY5R		known	literature supported
QDPR_DYSF	QDPR	quinoid dihydropteridine reductase	DYSF	dysferlin					STRING.binding					novel	putative
QRFP_P2RY14	QRFP	pyroglutamylated RFamide peptide	P2RY14	purinergic receptor P2Y, G-protein coupled, 14		HPMR						P2RY14		known	literature supported
QRFP_QRFPR	QRFP	pyroglutamylated RFamide peptide	QRFPR	pyroglutamylated RFamide peptide receptor		HPMR	IUPHAR		STRING.binding			GPR103		known	literature supported
RAET1E_KLRK1	RAET1E	retinoic acid early transcript 1E	KLRK1	killer cell lectin-like receptor subfamily K, member 1				HPRD	STRING.binding			KLRK1		novel	literature supported
RARRES2_CCRL2	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	CCRL2	chemokine (C-C motif) receptor-like 2					STRING.binding		RARRES2	CCRL2	18794339	novel	literature supported
RARRES2_CMKLR1	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	CMKLR1	chemokine-like receptor 1		HPMR	IUPHAR		STRING.binding		RARRES2	CMKLR1		known	literature supported
RARRES2_GPR1	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	GPR1	G protein-coupled receptor 1			IUPHAR				RARRES2	GPR1		known	literature supported
RBP3_NOTCH1	RBP3	retinol binding protein 3, interstitial	NOTCH1	notch 1				HPRD				NOTCH1		novel	literature supported
RBP4_STRA6	RBP4	retinol binding protein 4, plasma	STRA6	stimulated by retinoic acid 6					STRING.binding			STRA6	23959802	novel	literature supported
RELN_ITGA3	RELN	reelin	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)		HPMR					RELN	ITGA3		known	literature supported
RELN_ITGB1	RELN	reelin	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)		HPMR					RELN	ITGB1		known	literature supported
RELN_LRP8	RELN	reelin	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor		HPMR		HPRD	STRING.binding	STRING.experiment	RELN	LRP8		known	literature supported
RELN_VLDLR	RELN	reelin	VLDLR	very low density lipoprotein receptor		HPMR		HPRD	STRING.binding	STRING.experiment	RELN	VLDLR		known	literature supported
REN_ASIC3	REN	renin	ASIC3	acid-sensing (proton-gated) ion channel 3					STRING.binding		REN			novel	putative
REN_ATP6AP2	REN	renin	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2		HPMR		HPRD	STRING.binding		REN	ATP6AP2		known	literature supported
RGMA_BMPR1B	RGMA	repulsive guidance molecule family member a	BMPR1B	bone morphogenetic protein receptor, type IB					STRING.binding		RGMA	BMPR1B		novel	putative
RGMA_BMPR2	RGMA	repulsive guidance molecule family member a	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)					STRING.binding		RGMA	BMPR2		novel	putative
RGMA_HFE2	RGMA	repulsive guidance molecule family member a	HFE2	hemochromatosis type 2 (juvenile)					STRING.binding		RGMA			novel	putative
RGMA_NEO1	RGMA	repulsive guidance molecule family member a	NEO1	neogenin 1		HPMR			STRING.binding		RGMA	NEO1		known	literature supported
RGMB_BMPR1B	RGMB	repulsive guidance molecule family member b	BMPR1B	bone morphogenetic protein receptor, type IB					STRING.binding		RGMB	BMPR1B		novel	putative
RGMB_BMPR2	RGMB	repulsive guidance molecule family member b	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)					STRING.binding		RGMB	BMPR2		novel	putative
RGMB_HFE2	RGMB	repulsive guidance molecule family member b	HFE2	hemochromatosis type 2 (juvenile)					STRING.binding		RGMB			novel	putative
RGMB_NEO1	RGMB	repulsive guidance molecule family member b	NEO1	neogenin 1					STRING.binding		RGMB	NEO1	19944164	novel	literature supported
RIMS1_CACNA1C	RIMS1	regulating synaptic membrane exocytosis 1	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit				HPRD						novel	literature supported
RIMS1_SLC17A7	RIMS1	regulating synaptic membrane exocytosis 1	SLC17A7	solute carrier family 17 (vesicular glutamate transporter), member 7					STRING.binding					novel	putative
RIMS1_SLC18A2	RIMS1	regulating synaptic membrane exocytosis 1	SLC18A2	solute carrier family 18 (vesicular monoamine transporter), member 2					STRING.binding					novel	putative
RIMS1_SLC18A3	RIMS1	regulating synaptic membrane exocytosis 1	SLC18A3	solute carrier family 18 (vesicular acetylcholine transporter), member 3					STRING.binding					novel	putative
RIMS2_ABCA1	RIMS2	regulating synaptic membrane exocytosis 2	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1				HPRD						novel	literature supported
RLN1_RXFP1	RLN1	relaxin 1	RXFP1	relaxin/insulin-like family peptide receptor 1		HPMR	IUPHAR	HPRD			RLN1	RXFP1		known	literature supported
RLN1_RXFP2	RLN1	relaxin 1	RXFP2	relaxin/insulin-like family peptide receptor 2		HPMR	IUPHAR				RLN1	RXFP2		known	literature supported
RLN2_RXFP1	RLN2	relaxin 2	RXFP1	relaxin/insulin-like family peptide receptor 1		HPMR	IUPHAR	HPRD			RLN2	RXFP1		known	literature supported
RLN2_RXFP2	RLN2	relaxin 2	RXFP2	relaxin/insulin-like family peptide receptor 2		HPMR	IUPHAR	HPRD			RLN2	RXFP2		known	literature supported
RLN3_RXFP1	RLN3	relaxin 3	RXFP1	relaxin/insulin-like family peptide receptor 1		HPMR	IUPHAR	HPRD			RLN3	RXFP1		known	literature supported
RLN3_RXFP2	RLN3	relaxin 3	RXFP2	relaxin/insulin-like family peptide receptor 2			IUPHAR				RLN3	RXFP2		known	literature supported
RLN3_RXFP3	RLN3	relaxin 3	RXFP3	relaxin/insulin-like family peptide receptor 3		HPMR	IUPHAR				RLN3	RXFP3		known	literature supported
RLN3_RXFP4	RLN3	relaxin 3	RXFP4	relaxin/insulin-like family peptide receptor 4		HPMR	IUPHAR	HPRD			RLN3	RXFP4		known	literature supported
RNASE2_TLR2	RNASE2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	TLR2	toll-like receptor 2									18195069	novel	literature supported
RPH3A_NRXN1	RPH3A	rabphilin 3A homolog (mouse)	NRXN1	neurexin 1				HPRD				NRXN1		novel	literature supported
RPS19_C5AR1	RPS19	ribosomal protein S19	C5AR1	complement component 5a receptor 1			IUPHAR	HPRD				C5AR1		known	literature supported
RSPO1_FZD8	RSPO1	R-spondin 1	FZD8	frizzled class receptor 8					STRING.binding		RSPO1	FZD8		novel	putative
RSPO1_LGR4	RSPO1	R-spondin 1	LGR4	leucine-rich repeat containing G protein-coupled receptor 4		HPMR	IUPHAR				RSPO1	LGR4		known	literature supported
RSPO1_LGR5	RSPO1	R-spondin 1	LGR5	leucine-rich repeat containing G protein-coupled receptor 5		HPMR	IUPHAR				RSPO1	LGR5		known	literature supported
RSPO1_LGR6	RSPO1	R-spondin 1	LGR6	leucine-rich repeat containing G protein-coupled receptor 6			IUPHAR				RSPO1	LGR6		known	literature supported
RSPO1_LRP6	RSPO1	R-spondin 1	LRP6	low density lipoprotein receptor-related protein 6		HPMR			STRING.binding		RSPO1	LRP6		known	literature supported
RSPO1_ZNRF3	RSPO1	R-spondin 1	ZNRF3	zinc and ring finger 3									24349440	novel	literature supported
RSPO2_LGR4	RSPO2	R-spondin 2	LGR4	leucine-rich repeat containing G protein-coupled receptor 4		HPMR	IUPHAR				RSPO2	LGR4		known	literature supported
RSPO2_LGR5	RSPO2	R-spondin 2	LGR5	leucine-rich repeat containing G protein-coupled receptor 5		HPMR	IUPHAR				RSPO2	LGR5		known	literature supported
RSPO2_LGR6	RSPO2	R-spondin 2	LGR6	leucine-rich repeat containing G protein-coupled receptor 6			IUPHAR				RSPO2	LGR6		known	literature supported
RSPO3_FZD8	RSPO3	R-spondin 3	FZD8	frizzled class receptor 8					STRING.binding		RSPO3	FZD8	16543246	novel	literature supported
RSPO3_LGR4	RSPO3	R-spondin 3	LGR4	leucine-rich repeat containing G protein-coupled receptor 4		HPMR	IUPHAR				RSPO3	LGR4		known	literature supported
RSPO3_LGR5	RSPO3	R-spondin 3	LGR5	leucine-rich repeat containing G protein-coupled receptor 5		HPMR	IUPHAR				RSPO3	LGR5		known	literature supported
RSPO3_LGR6	RSPO3	R-spondin 3	LGR6	leucine-rich repeat containing G protein-coupled receptor 6			IUPHAR				RSPO3	LGR6		known	literature supported
RSPO3_LRP6	RSPO3	R-spondin 3	LRP6	low density lipoprotein receptor-related protein 6									16543246	novel	literature supported
RSPO3_SDC4	RSPO3	R-spondin 3	SDC4	syndecan 4					STRING.binding		RSPO3	SDC4	21397842	novel	literature supported
RSPO4_LGR4	RSPO4	R-spondin 4	LGR4	leucine-rich repeat containing G protein-coupled receptor 4		HPMR	IUPHAR				RSPO4	LGR4		known	literature supported
RSPO4_LGR5	RSPO4	R-spondin 4	LGR5	leucine-rich repeat containing G protein-coupled receptor 5		HPMR	IUPHAR				RSPO4	LGR5		known	literature supported
RSPO4_LGR6	RSPO4	R-spondin 4	LGR6	leucine-rich repeat containing G protein-coupled receptor 6			IUPHAR				RSPO4	LGR6		known	literature supported
RTN4_CNTNAP1	RTN4	reticulon 4	CNTNAP1	contactin associated protein 1				HPRD			RTN4	CNTNAP1		novel	literature supported
RTN4_GJB2	RTN4	reticulon 4	GJB2	gap junction protein, beta 2, 26kDa					STRING.binding		RTN4			novel	putative
RTN4_LINGO1	RTN4	reticulon 4	LINGO1	leucine rich repeat and Ig domain containing 1		HPMR					RTN4	LRRN6A		known	literature supported
RTN4_NGFR	RTN4	reticulon 4	NGFR	nerve growth factor receptor					STRING.binding		RTN4	NGFR		novel	putative
RTN4_RTN4R	RTN4	reticulon 4	RTN4R	reticulon 4 receptor		HPMR		HPRD	STRING.binding		RTN4	RTN4R		known	literature supported
RTN4_RTN4RL1	RTN4	reticulon 4	RTN4RL1	reticulon 4 receptor-like 1					STRING.binding		RTN4			novel	putative
RTN4_TNFRSF19	RTN4	reticulon 4	TNFRSF19	tumor necrosis factor receptor superfamily, member 19		HPMR					RTN4	TNFRSF19		known	literature supported
S100A8_TLR4	S100A8	S100 calcium binding protein A8	TLR4	toll-like receptor 4									17767165	novel	literature supported
S100A9_TLR4	S100A9	S100 calcium binding protein A9	TLR4	toll-like receptor 4									17767165	novel	literature supported
SAA1_FPR1	SAA1	serum amyloid A1	FPR1	formyl peptide receptor 1				HPRD				FPR1		novel	literature supported
SAA1_FPR2	SAA1	serum amyloid A1	FPR2	formyl peptide receptor 2			IUPHAR					FPRL1		known	literature supported
SAA1_SCARB1	SAA1	serum amyloid A1	SCARB1	scavenger receptor class B, member 1					STRING.binding			SCARB1		novel	putative
SCGB1A1_LMBR1L	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	LMBR1L	limb development membrane protein 1-like				HPRD						novel	literature supported
SCGB1A1_LRP2	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	LRP2	low density lipoprotein receptor-related protein 2				HPRD				LRP2		novel	literature supported
SCGB3A1_MARCO	SCGB3A1	secretoglobin, family 3A, member 1	MARCO	macrophage receptor with collagenous structure				HPRD			SCGB3A1			novel	literature supported
SCGB3A2_MARCO	SCGB3A2	secretoglobin, family 3A, member 2	MARCO	macrophage receptor with collagenous structure				HPRD						novel	literature supported
SCT_SCTR	SCT	secretin	SCTR	secretin receptor		HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	SCT	SCTR		known	literature supported
SCT_VIPR1	SCT	secretin	VIPR1	vasoactive intestinal peptide receptor 1				HPRD			SCT	VIPR1		novel	literature supported
SCT_VIPR2	SCT	secretin	VIPR2	vasoactive intestinal peptide receptor 2									9437714	novel	literature supported
SELPLG_ESAM	SELPLG	selectin P ligand	ESAM	endothelial cell adhesion molecule					STRING.binding		SELPLG			novel	putative
SELPLG_ITGAM	SELPLG	selectin P ligand	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)					STRING.binding		SELPLG	ITGAM		novel	putative
SELPLG_ITGB2	SELPLG	selectin P ligand	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)					STRING.binding		SELPLG	ITGB2		novel	putative
SELPLG_SELE	SELPLG	selectin P ligand	SELE	selectin E		HPMR		HPRD	STRING.binding		SELPLG	SELE		known	literature supported
SELPLG_SELL	SELPLG	selectin P ligand	SELL	selectin L				HPRD	STRING.binding		SELPLG	SELL		novel	literature supported
SELPLG_SELP	SELPLG	selectin P ligand	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)		HPMR		HPRD	STRING.binding	STRING.experiment	SELPLG	SELP		known	literature supported
SEMA3A_NRP1	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	NRP1	neuropilin 1		HPMR		HPRD	STRING.binding	STRING.experiment	SEMA3A	NRP1		known	literature supported
SEMA3A_NRP2	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	NRP2	neuropilin 2					STRING.binding		SEMA3A	NRP2	21059704	novel	literature supported
SEMA3A_PLXNA1	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA1	plexin A1		HPMR			STRING.binding		SEMA3A	PLXNA1		known	literature supported
SEMA3A_PLXNA2	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA2	plexin A2		HPMR			STRING.binding		SEMA3A	PLXNA2		known	literature supported
SEMA3A_PLXNA3	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA3	plexin A3					STRING.binding		SEMA3A	PLXNA3		novel	putative
SEMA3A_PLXNA4	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	PLXNA4	plexin A4		HPMR			STRING.binding		SEMA3A	PLXNA4		known	literature supported
SEMA3B_NRP1	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	NRP1	neuropilin 1		HPMR		HPRD			SEMA3B	NRP1		known	literature supported
SEMA3B_NRP2	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	NRP2	neuropilin 2				HPRD			SEMA3B	NRP2		novel	literature supported
SEMA3C_NRP1	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	NRP1	neuropilin 1				HPRD	STRING.binding		SEMA3C	NRP1		novel	literature supported
SEMA3C_NRP2	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	NRP2	neuropilin 2		HPMR		HPRD	STRING.binding		SEMA3C	NRP2		known	literature supported
SEMA3C_PLXND1	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	PLXND1	plexin D1					STRING.binding		SEMA3C	PLXND1	15239958	novel	literature supported
SEMA3D_NRP1	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	NRP1	neuropilin 1									15456815	novel	literature supported
SEMA3E_NRP1	SEMA3E	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	NRP1	neuropilin 1					STRING.binding		SEMA3E	NRP1		novel	putative
SEMA3E_PLXND1	SEMA3E	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	PLXND1	plexin D1		HPMR			STRING.binding		SEMA3E	PLXND1		known	literature supported
SEMA3F_NRP1	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	NRP1	neuropilin 1				HPRD			SEMA3F	NRP1		novel	literature supported
SEMA3F_NRP2	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	NRP2	neuropilin 2		HPMR		HPRD	STRING.binding		SEMA3F	NRP2		known	literature supported
SEMA3F_PLXNA1	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	PLXNA1	plexin A1					STRING.binding		SEMA3F	PLXNA1		novel	putative
SEMA3F_PLXNA3	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	PLXNA3	plexin A3		HPMR					SEMA3F	PLXNA3		known	literature supported
SEMA3G_NRP2	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	NRP2	neuropilin 2					STRING.binding			NRP2	19887479	novel	literature supported
SEMA4A_PLXND1	SEMA4A	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	PLXND1	plexin D1				HPRD	STRING.binding		SEMA4A	PLXND1		novel	literature supported
SEMA4B_DCBLD2	SEMA4B	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	DCBLD2	discoidin, CUB and LCCL domain containing 2									17213806	novel	literature supported
SEMA4C_PLXNB2	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	PLXNB2	plexin B2									21122816	novel	literature supported
SEMA4D_CD72	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	CD72	CD72 molecule				HPRD	STRING.binding	STRING.experiment	SEMA4D			novel	literature supported
