ligand,receptor,source,PMIDs
ICAM4,ITGB3,"fantom5,HPMR",15355350
ICAM4,RHAG,"HPRD,fantom5",8563755
ICAM5,ITGAL,"fantom5,HPMR,HPRD","10741396,9"
ICAM5,ITGB2,"HPRD,fantom5,HPMR","10741396,9"
ICOSLG,ICOS,uniprot,
IFNA10,IFNAR1,uniprot,21856167
IFNA10,IFNAR2,uniprot,21856167
IFNA14,IFNAR1,uniprot,21856167
IFNA14,IFNAR2,uniprot,21856167
IFNA16,IFNAR1,uniprot,21856167
IFNA16,IFNAR2,uniprot,21856167
IFNA17,IFNAR1,uniprot,21856167
IFNA17,IFNAR2,uniprot,21856167
IFNA1,IFNAR1,"HPMR,fantom5,uniprot,HPRD","11698684,79"
IFNA1,IFNAR2,"HPMR,fantom5,uniprot",11698684
IFNA21,IFNAR1,uniprot,21856167
IFNA21,IFNAR2,uniprot,21856167
IFNA2,IFNAR1,"uniprot,fantom5,HPRD",1834641
IFNA2,IFNAR2,"HPRD,fantom5,uniprot","10339405,12"
IFNA4,IFNAR1,uniprot,21856167
IFNA4,IFNAR2,uniprot,21856167
IFNA5,IFNAR1,uniprot,21856167
IFNA5,IFNAR2,"HPRD,fantom5,uniprot",10395669
IFNA6,IFNAR1,uniprot,21856167
IFNA6,IFNAR2,uniprot,21856167
IFNA7,IFNAR1,uniprot,21856167
IFNA7,IFNAR2,uniprot,21856167
IFNA8,IFNAR1,uniprot,21856167
IFNA8,IFNAR2,"fantom5,uniprot,HPRD",8969169
IFNB1,IFNAR1,"HPRD,HPMR,uniprot,fantom5","11278538,18"
IFNB1,IFNAR2,"HPRD,HPMR,fantom5,uniprot","11278538,1"
IFNE,IFNAR1,uniprot,
IFNE,IFNAR2,uniprot,
IFNG,IFNGR1,"fantom5,uniprot,HPMR,HPRD","10,811,850,121,655,200,000,000,000,000,000"
IFNG,IFNGR2,"HPRD,fantom5,uniprot,HPMR","10811850,77"
IFNL1,IFNLR1,"uniprot,fantom5,HPMR,HPRD","12974481,12"
IFNL1,IL10RB,"HPMR,uniprot,fantom5",12974481
IFNL2,IFNLR1,"HPRD,HPMR,uniprot,fantom5","12974481,12"
IFNL2,IL10RB,"HPRD,uniprot,fantom5,HPMR","12974481,12"
IFNL3,IFNLR1,"HPMR,fantom5,uniprot",12974481
IFNL3,IL10RB,"fantom5,uniprot,HPMR,HPRD","12974481,12"
IFNW1,IFNAR1,"uniprot,fantom5,HPMR,HPRD","11278538,18"
IFNW1,IFNAR2,"uniprot,fantom5,HPMR",11278538
IGF1,IGF1R,"HPRD,uniprot,IUPHAR,fantom5,HPMR","2,877,871,185"
IGF1,IGF2R,uniprot,
IGF1,INSR,fantom5,
IGF2,IGF1R,"fantom5,uniprot,IUPHAR,HPRD,reactome",9972281
IGF2,IGF2R,"HPRD,HPMR,uniprot,fantom5","296,408,377,974,789,000,000"
IGF2,INSR,"HPMR,fantom5,HPRD","9,281,335,972"
IGFBP4,FZD8,fantom5,18528331
IGFBP4,LRP6,fantom5,18528331
IGFL1,IGFLR1,fantom5,21454693
IGFL2,IGFLR1,fantom5,21454693
IGFL3,IGFLR1,fantom5,21454693
IHH,BOC,fantom5,20519495
IHH,CDON,fantom5,20519495
IHH,HHIP,"fantom5,HPMR,HPRD","10050855,11"
IHH,PTCH1,"HPRD,HPMR,fantom5","11562786,98"
IHH,PTCH2,"fantom5,HPRD",9811851
IL10,IL10RA,"HPRD,HPMR,fantom5,uniprot","12,974,481,114,857,300,000,000,000,000,000,000,000,000,000,000,000,000"
IL10,IL10RB,"HPMR,uniprot,fantom5,HPRD","12,974,481,114,857,300,000,000"
IL10,SIRPG,fantom5,
IL11,IL11RA,"fantom5,uniprot,HPMR,HPRD","10,948,192,767,009,800,000,000"
IL11,IL6ST,"HPMR,fantom5",10948192
IL12A,CD28,"HPRD,fantom5",7516408
IL12A,IL12RB1,"HPMR,fantom5,uniprot",11086056
IL12A,IL12RB2,uniprot,943050
IL12B,IL12RB1,"fantom5,uniprot,HPRD","7,843,232,753"
IL12B,IL12RB2,"fantom5,uniprot,HPMR,HPRD","11086056,12"
IL12B,IL23R,fantom5,17587057
IL13,IL13RA1,"fantom5,uniprot,HPMR,HPRD","12704343,11"
IL13,IL13RA2,"uniprot,fantom5,HPMR,HPRD","12704343,11"
IL13,IL4R,"HPRD,HPMR,fantom5,uniprot","12704343,12"
IL15,IL15RA,"HPRD,HPMR,uniprot,fantom5","15,265,897,764,168,500,000,000"
IL15,IL2RA,fantom5,8734356
IL15,IL2RB,"HPMR,fantom5,HPRD","1,526,589,780,264,670,000,000"
IL15,IL2RG,"HPRD,fantom5,HPMR","15265897,86"
IL16,CCR5,fantom5,
IL16,CD4,"fantom5,HPRD","1,851,800,791"
IL16,GRIN2C,"fantom5,HPRD",10479680
IL16,GRIN2D,"HPRD,fantom5",10479680
IL16,KCNA3,"HPRD,fantom5",10479680
IL16,KCND1,"fantom5,HPRD",10479680
IL16,KCND2,"HPRD,fantom5",10479680
IL16,KCNJ10,"fantom5,HPRD",10479680
IL16,KCNJ15,"HPRD,fantom5",10479680
IL16,KCNJ4,"HPRD,fantom5",10479680
IL17A,IL17RA,"uniprot,fantom5,HPMR,HPRD",9367539
IL17A,IL17RC,"uniprot,fantom5",18684971
IL17B,IL17RB,"HPRD,HPMR,uniprot,fantom5",10749887
IL17C,IL17RE,uniprot,
IL17F,IL17RA,"fantom5,uniprot",18684971
IL17F,IL17RC,uniprot,
IL18,CD48,fantom5,
IL18,IL18BP,uniprot,
IL18,IL18R1,"HPRD,fantom5,uniprot,HPMR",9325300
IL18,IL18RAP,"HPRD,uniprot,fantom5",9792649
IL18,IL1RAPL1,"fantom5,HPMR",9325300
IL18,IL1RL2,"HPRD,fantom5",9325300
IL19,IL20RA,"HPRD,HPMR,fantom5,uniprot","12974481,12"
IL19,IL20RB,"HPMR,fantom5,uniprot",12974481
IL1A,IL1R1,"uniprot,fantom5,HPMR,HPRD",2946959
IL1A,IL1R2,"HPRD,fantom5,uniprot,HPMR",7878046
IL1A,IL1RAP,"fantom5,HPRD",9820540
IL1B,ADRB2,"fantom5,HPRD",11238007
IL1B,IL1R1,"HPRD,uniprot,fantom5,HPMR","6,219,398,205,409,060,000"
IL1B,IL1R2,"HPRD,HPMR,fantom5,uniprot","8,332,913,788"
IL1B,IL1RAP,"HPRD,HPMR,fantom5",9820540
IL1F10,IL1R1,"HPRD,fantom5",11278614
IL1F10,IL1RL2,uniprot,
IL1RN,IL1R1,"fantom5,HPRD","11641511,91"
IL1RN,IL1R2,"fantom5,HPRD",1834644
IL1RN,IL1RL2,fantom5,
IL20,IL20RA,"HPMR,fantom5,uniprot,HPRD","12,974,481,111,632,300,000,000,000,000,000"
IL20,IL20RB,"uniprot,fantom5,HPMR,HPRD","12,974,481,111,632,300,000,000,000,000,000"
IL20,IL22RA1,"HPMR,fantom5,uniprot",12974481
IL21,IL21R,"HPMR,uniprot,fantom5,HPRD",11418623
IL21,IL2RG,"fantom5,HPMR",11418623
IL22,IL10RA,"fantom5,HPMR",58985
IL22,IL10RB,"uniprot,fantom5,HPRD",10875937
IL22,IL21R,fantom5,
IL22,IL22RA1,"fantom5,uniprot,HPMR,HPRD","5,898,511,035"
IL22,IL22RA2,"HPRD,uniprot,fantom5,HPMR",11390453
IL23A,IL12RB1,"fantom5,uniprot,HPMR,HPRD","12,023,369,111,143,800,000,000,000,000,000"
IL23A,IL12RB2,uniprot,
IL23A,IL23R,"HPMR,uniprot,fantom5,HPRD",12023369
IL24,IL10RB,uniprot,
IL24,IL20RA,"HPMR,fantom5,uniprot,HPRD","12974481,12"
IL24,IL20RB,"HPMR,uniprot,fantom5",12974481
IL24,IL22RA1,"fantom5,uniprot,HPMR",12974481
IL25,IL17RB,"HPMR,fantom5,uniprot,HPRD",11058597
IL26,IL10RB,uniprot,
IL26,IL20RA,fantom5,
IL27,IL27RA,"HPRD,uniprot,fantom5",12121660
IL2,CD53,"HPRD,fantom5",7963560
IL2,GYPE,fantom5,
IL2,IL2RA,"fantom5,uniprot,HPMR,HPRD","15265897,2"
IL2,IL2RB,"HPMR,uniprot,fantom5,HPRD","15,265,897,110,350,600,000,000"
IL2,IL2RG,"HPRD,HPMR,fantom5,uniprot","15,265,897,106,627,900,000,000"
IL2,NGFR,"HPRD,fantom5",1316918
IL31,IL31RA,"HPMR,uniprot,fantom5",15184896
IL31,OSMR,"HPMR,uniprot,fantom5",15184896
IL33,IL1RL1,uniprot,
IL34,CSF1R,"reactome,fantom5",22729249
IL36A,IL1RL2,uniprot,
IL36A,IL36RN,uniprot,
IL36B,IL1RL2,uniprot,
IL36B,IL36RN,uniprot,
IL36G,IL1RL2,uniprot,
IL36G,IL36RN,uniprot,
IL3,CSF2RB,"uniprot,fantom5,HPMR,HPRD","11700046,93"
IL3,IL3RA,"HPRD,HPMR,IUPHAR,uniprot,fantom5","1,170,004,692,784,200,000,000"
IL4,CD53,"fantom5,HPRD",7963560
IL4,IL13RA1,"HPRD,fantom5","1,064,143,718,480,250"
IL4,IL13RA2,"HPRD,fantom5",9130652
IL4,IL2RG,"HPRD,HPMR,fantom5","7,918,378,827"
IL4,IL4R,"uniprot,fantom5,HPMR,HPRD","7,918,378,118"
IL5,CSF2RB,"HPMR,uniprot,fantom5",11748263
IL5,IL5RA,"fantom5,uniprot,IUPHAR,HPMR,HPRD","117,482,631,732,409,000,000,000,000,000"
IL6,F3,fantom5,
IL6,IL6R,"HPMR,uniprot,fantom5,HPRD","31,365,461,455,725,500,000,000"
IL6,IL6ST,"HPRD,HPMR,fantom5,uniprot","8,293,462,313,654,610,000,000"
IL7,IL2RG,"HPMR,fantom5,HPRD","7,522,165,118,589,390,000,000"
IL7,IL7R,"HPRD,uniprot,fantom5,HPMR","75,221,651,185,893,900,000,000"
IL8,CD79A,fantom5,
IL8,CXCR1,"HPRD,HPMR,fantom5,IUPHAR","8,137,938,137,959,310,000,000,000,000,000,000,000,000,000,000,000,000"
IL8,CXCR2,"HPRD,fantom5,IUPHAR,HPMR","11511101),1379593,10188995,15946947,8940121,15282370,9464567,8702798,8626516"
IL8,ACKR1,"fantom5,HPRD","9,921,412,174"
IL8,KDR,fantom5,
IL8,SDC1,"fantom5,HPRD",12902511
IL8,SDC2,fantom5,14527339
IL8,SDC3,fantom5,
IL9,IL2RG,"HPMR,fantom5",9535918
IL9,IL9R,"fantom5,uniprot,HPMR,HPRD","9,535,918,116"
INHA,ACVR2A,"fantom5,HPMR",12493742
INHA,ACVR2B,"fantom5,HPMR",29747587
INHA,ACVR1,"fantom5,HPMR",29747587
INHA,TGFBR3,"HPRD,HPMR,fantom5","12493742,11"
INHBA,ACVR1,"HPRD,fantom5",11266516
INHBA,ACVR1B,"HPMR,fantom5,HPRD","8167568,84"
INHBA,ACVR2A,"HPRD,fantom5,HPMR","12466190,11"
INHBA,ACVR2B,"HPRD,fantom5",9202237
INHBA,BAMBI,"HPMR,fantom5",10918299
INHBA,ENG,"fantom5,HPRD",9872992
INHBA,SMAD3,reactome,
INHBA,TGFBR3,"HPRD,fantom5",10746731
INHBB,ACVR1,"fantom5,HPRD",11266516
INHBB,ACVR1B,"fantom5,HPRD","112,665,161,203,238,000,000,000"
INHBB,ACVR1C,"fantom5,HPRD",15196700
INHBB,ACVR2A,"fantom5,HPMR,HPRD","12466190,11"
INHBB,ACVR2B,"fantom5,HPRD",9202237
INHBB,SMAD3,reactome,
INHBC,ACVR1,"fantom5,HPRD",12651901
INHBC,ACVR1B,"fantom5,HPRD",12651901
INHBC,ACVR2A,"HPRD,fantom5",12651901
INHBC,ACVR2B,"HPRD,fantom5",12651901
INHBE,ACVR2B,fantom5,
INHBE,ACVR2B,fantom5,
INHBE,ACVR2B,fantom5,
INHBE,ACVR2B,fantom5,
INSL3,ADCYAP1R1,reactome,
INSL3,ADRB2,reactome,
INSL3,ADRB3,reactome,
INSL3,GPR20,reactome,
INSL3,GPR84,reactome,
INSL3,PTH1R,reactome,
INSL3,RAMP2,reactome,
INSL3,RAMP3,reactome,
INSL3,RXFP2,"HPRD,IUPHAR,fantom5,HPMR","12,114,498,156,498,600,000,000,000,000,000"
INSL3,TSHR,reactome,
INSL3,VIPR1,reactome,
INSL5,ADRA2A,reactome,
INSL5,GRM7,reactome,
INSL5,MTNR1A,reactome,
INSL5,RXFP3,"IUPHAR,fantom5",15525639
INSL5,RXFP4,"HPMR,IUPHAR,fantom5","15465925,16"
INS,IGF1R,"fantom5,HPRD",1851182
INS,INSR,"HPRD,HPMR,uniprot,IUPHAR,fantom5",2550426
INS,LRP2,"fantom5,HPRD",9773776
IRAK4,TLR4,reactome,
IRAK4,TLR6,reactome,
IRAK4,TLR7,reactome,
ITGB3BP,ITGB3,"fantom5,HPRD","7,593,198,119"
ITGB3BP,ITGB5,"HPRD,fantom5",10579726
ITIH2,FCER1A,"fantom5,HPRD",10917520
JAG1,NOTCH1,"HPRD,fantom5,uniprot,HPMR","7697721,11"
JAG1,NOTCH2,"HPMR,fantom5,uniprot,HPRD","10551863,11"
JAG1,NOTCH3,"HPMR,fantom5,uniprot,HPRD","110,061,331,471,427,000,000,000"
JAG1,NOTCH4,uniprot,24563863
JAG2,NOTCH1,"HPMR,uniprot,fantom5,HPRD",11006133
JAG2,NOTCH2,"HPRD,uniprot,fantom5",10958687
JAG2,NOTCH3,"uniprot,fantom5,HPMR,HPRD",11006133
JAG2,NOTCH4,uniprot,
JAM3,ITGB1,reactome,
JAM3,ITGB2,reactome,
KISS1,KISS1R,"fantom5,IUPHAR,HPMR,HPRD","129,445,651,138,558,000,000,000,000,000,000,000,000,000,000,000"
KISS1,MMP24,"HPRD,fantom5",12879005
KITLG,EPOR,"fantom5,HPRD",11124255
KITLG,KIT,"fantom5,IUPHAR,HPMR,HPRD","169,855,613,752,327,000,000"
KLK3,EPOR,"fantom5,HPRD",10374881
KNG1,ADRA2A,reactome,
KNG1,BDKRB1,"HPMR,IUPHAR,fantom5","80,637,979,111,052,100,000,000,000,000"
KNG1,BDKRB2,"HPMR,IUPHAR,fantom5","806,379,783,022,679,000,000"
KNG1,CD93,"fantom5,HPRD","12213329,87"
KNG1,GP1BA,"fantom5,HPRD",9269768
KNG1,GPR135,"fantom5,HPMR","14530218,14"
KNG1,GRM7,reactome,
KNG1,ITGAM,fantom5,
KNG1,ITGB2,"fantom5,HPRD",10845911
KNG1,MTNR1A,reactome,
KNG1,PLAUR,"HPRD,fantom5",14764580
KNG1,RXFP4,"HPRD,fantom5",14530218
KNG1,SDC2,fantom5,
KRTAP4-12,AQP1,"fantom5,HPRD",16189514
KRTAP4-12,CATSPER1,"HPRD,fantom5",16189514
KRTAP4-12,CLDN2,"HPRD,fantom5",16189514
KRTAP4-12,CNTFR,"HPRD,fantom5",16189514
KRTAP4-12,LINGO1,"fantom5,HPRD",16189514
KRTAP4-12,PDGFRB,"fantom5,HPRD",16189514
KRTAP4-12,PLSCR4,"fantom5,HPRD",16189514
L1CAM,CNTN1,"HPRD,fantom5",7595520
L1CAM,EGFR,fantom5,14718570
L1CAM,EPHB2,fantom5,
L1CAM,ERBB2,fantom5,22815787
L1CAM,ERBB3,fantom5,22815787
L1CAM,FGFR2,fantom5,
L1CAM,ITGA5,"fantom5,HPRD",10871287
L1CAM,ITGAV,"fantom5,HPRD",10871287
LACRT,SDC1,"fantom5,HPRD",16982797
LAMA1,GPC1,fantom5,
LAMA1,ITGA1,"HPRD,fantom5",9688542
LAMA1,ITGA2,"HPRD,fantom5",9688542
LAMA1,ITGA3,fantom5,
LAMA1,ITGA6,fantom5,
LAMA1,ITGA7,"fantom5,HPMR",11278916
LAMA1,ITGB1,"HPRD,reactome,fantom5,HPMR","11278916,97"
LAMA1,ITGB4,fantom5,
LAMA1,ITGB8,"HPMR,fantom5",7542940
LAMA1,NT5E,"HPRD,fantom5",10470109
LAMA1,RPSA,"HPMR,fantom5",2970671
LAMA1,SDC2,fantom5,
LAMA1,SDC4,fantom5,
LAMA1,TMPRSS6,"fantom5,HPRD",
LAMA2,ITGA1,fantom5,
LAMA2,ITGA2,fantom5,
LAMA2,ITGA3,fantom5,
LAMA2,ITGA6,fantom5,
LAMA2,ITGA7,"HPMR,fantom5",11278916
LAMA2,ITGB1,"reactome,fantom5,HPMR",11278916
LAMA2,ITGB4,fantom5,
LAMA2,RPSA,"HPRD,fantom5,HPMR","2,970,671,111"
LAMA3,ITGA3,reactome,
LAMA3,ITGB1,reactome,
LAMA3,ITGB4,reactome,
LAMA3,SDC2,"fantom5,HPRD",11373281
LAMA4,ITGA3,fantom5,
LAMA4,ITGA6,fantom5,
LAMA4,ITGAV,fantom5,
LAMA4,ITGB1,"fantom5,reactome",
LAMA5,BCAM,"fantom5,HPRD","12244066,11"
LAMA5,ITGA2,fantom5,
LAMA5,ITGA3,"reactome,fantom5",
LAMA5,ITGA6,fantom5,
LAMA5,ITGB1,"reactome,fantom5",
LAMA5,ITGB4,"fantom5,reactome",
LAMA5,SDC1,fantom5,
LAMB1,ITGA1,fantom5,
LAMB1,ITGA2,fantom5,
LAMB1,ITGA3,"reactome,fantom5",
LAMB1,ITGA6,"fantom5,HPMR",10842354
LAMB1,ITGA7,fantom5,
LAMB1,ITGAV,fantom5,
LAMB1,ITGB1,"reactome,HPMR,fantom5",10842354
LAMB1,ITGB4,"reactome,fantom5",
LAMB2,ITGA3,reactome,
LAMB2,ITGB1,reactome,
LAMB2,ITGB4,reactome,
LAMB2,RPSA,"fantom5,HPMR",2970671
LAMB3,CD151,fantom5,
LAMB3,COL17A1,fantom5,
LAMB3,ITGA2,fantom5,
LAMB3,ITGA3,"fantom5,reactome",
LAMB3,ITGA6,fantom5,
LAMB3,ITGB1,"fantom5,reactome",
LAMB3,ITGB4,"reactome,fantom5",
LAMC1,ITGA1,fantom5,
LAMC1,ITGA2,fantom5,
LAMC1,ITGA3,"reactome,fantom5",
LAMC1,ITGA6,fantom5,
LAMC1,ITGA7,fantom5,
LAMC1,ITGAV,fantom5,
LAMC1,ITGB1,"reactome,fantom5",
LAMC1,ITGB4,"fantom5,reactome",
LAMC2,CD151,fantom5,
LAMC2,COL17A1,fantom5,
LAMC2,ITGA2,fantom5,
LAMC2,ITGA3,"reactome,HPMR,fantom5",10842354
LAMC2,ITGA6,"HPMR,fantom5",10842354
LAMC2,ITGB1,"reactome,HPMR,fantom5",10842354
LAMC2,ITGB4,"fantom5,HPMR,reactome",10842354
LAMC3,ITGA2,fantom5,
LAMC3,ITGA3,fantom5,
LAMC3,ITGA6,fantom5,
LAMC3,ITGB1,fantom5,
LAMC3,ITGB4,fantom5,
LCN1,LMBR1L,"HPRD,fantom5",11287427
LCN2,LRP2,"fantom5,HPRD",15670845
LEFTY1,ACVR1B,reactome,
LEFTY1,ACVR2A,reactome,
LEFTY1,ACVR2B,reactome,
LEFTY2,ACVR1B,reactome,
LEFTY2,ACVR2A,reactome,
LEFTY2,ACVR2B,"reactome,HPMR,fantom5",11952836
LEP,LEPR,"HPMR,fantom5,IUPHAR,HPRD","9,463,481,861"
LEP,LRP2,fantom5,
LGALS1,CD69,uniprot,
LGALS3BP,ITGB1,"HPRD,fantom5",9501082
LGALS3BP,VANGL1,fantom5,
LGALS9,HAVCR2,literature,22437870
LHB,ADCYAP1R1,reactome,
LHB,ADRB2,reactome,
LHB,ADRB3,reactome,
LHB,GPR20,reactome,
LHB,GPR84,reactome,
LHB,LHCGR,"HPRD,HPMR,IUPHAR,fantom5","3,470,775,127,279,810,000,000"
LHB,PTH1R,reactome,
LHB,RAMP2,reactome,
LHB,RAMP3,reactome,
LHB,TSHR,reactome,
LHB,VIPR1,reactome,
LIF,IL6ST,"HPRD,HPMR,fantom5","9,716,487,127"
LIF,LIFR,"HPRD,fantom5,HPMR","97,164,871,260,100,900,000,000"
LIN7C,ABCA1,"fantom5,HPRD",16192275
LIN7C,HTR2C,"fantom5,HPRD",12006486
LIN7C,KCNJ4,fantom5,
LIPC,LRP1,"fantom5,HPRD","9,716,487,127"
LIPH,LPAR1,"HPMR,fantom5","97,164,871,260,100,900,000,000"
LIPH,LPAR2,"HPMR,fantom5",16192275
LIPH,LPAR4,"HPMR,fantom5",12006486
LPA,ITGAM,fantom5,
LPA,ITGB2,fantom5,
LPA,LRP2,"fantom5,HPRD",10073957
LPL,CD44,fantom5,
LPL,GPIHBP1,fantom5,17403372
LPL,LRP1,"fantom5,HPRD","128,147,375,106,947,000,000"
LPL,LRP2,"HPRD,fantom5",7686151
LPL,SDC1,fantom5,9294130
LPL,VLDLR,"fantom5,HPRD",7592875
LRP1B,PLAUR,"fantom5,HPRD","11384978,12"
LRPAP1,LDLR,"HPRD,fantom5",7822276
LRPAP1,LRP1,"HPMR,fantom5,HPRD","145,966,201,074,791,000,000,000,000,000"
LRPAP1,LRP2,"HPRD,fantom5",7512726
LRPAP1,LRP8,"HPRD,fantom5",12899622
LRPAP1,SORL1,"fantom5,HPRD","11557679,89"
LRPAP1,SORT1,"fantom5,HPRD",9013611
LRPAP1,VLDLR,"fantom5,HPRD","7,592,875,106"
LTA,CACHD1,fantom5,
LTA,EDNRA,fantom5,
LTA,LTBR,"fantom5,HPRD",8171323
LTA,TNFRSF14,"fantom5,IUPHAR,uniprot,HPRD","9,153,189,946"
LTA,TNFRSF1A,"fantom5,uniprot,IUPHAR,HPRD",8387891
LTA,TNFRSF1B,"IUPHAR,uniprot,fantom5,HPRD","955,200,781,230,482,000,000"
LTBP1,ITGB5,"HPRD,fantom5",12358597
LTBP3,ITGB5,"HPRD,fantom5",12358597
LTB,CD40,"HPMR,fantom5",7916655
LTB,LTBR,"HPRD,HPMR,fantom5,uniprot","7,995,952,792"
LTB,TNFRSF1A,"fantom5,HPRD",7995952
LTF,GP9,fantom5,
LTF,GPR162,fantom5,
LTF,LRP1,"HPMR,fantom5,HPRD","15178744,15"
LTF,LRP11,"HPMR,fantom5",1464627
LTF,TFRC,fantom5,
LUM,ITGB1,reactome,
LY6G5C,TMEM8A,fantom5,
LY86,CD180,"fantom5,HPRD","9,763,566,969"
LYPD3,AGR2,fantom5,
LYZ,ITGAL,fantom5,
MADCAM1,CD44,"HPRD,fantom5",2474557
MADCAM1,ITGA4,"HPRD,fantom5,HPMR","8,600,538,107,022,700,000,000"
MADCAM1,ITGB7,"HPMR,fantom5,HPRD","8,600,538,923"
MAPK1,FGFR2,reactome,
MATN1,ITGA1,"HPRD,fantom5",10196235
MATN1,ITGB1,fantom5,10196235
MATN1,PTPRD,fantom5,
MBL2,CALCR,"fantom5,HPRD",11560994
MBL2,CD93,"HPRD,fantom5",9476117
MDK,ALK,"fantom5,HPMR,HPRD",12122009
MDK,GPC2,fantom5,
MDK,ITGA4,fantom5,
MDK,ITGA6,fantom5,
MDK,ITGB1,fantom5,
MDK,LRP1,"fantom5,HPRD",10772929
MDK,LRP2,"fantom5,HPRD",10772929
MDK,PTPRZ1,"HPRD,fantom5,uniprot",10212223
MDK,SDC1,"fantom5,HPRD",9089390
MDK,SDC3,"HPRD,fantom5",9089390
MDK,SDC4,"HPRD,fantom5",8621465
MDK,TSPAN1,"HPRD,fantom5",18851943
MEPE,PHEX,fantom5,15664000
MFAP2,NOTCH1,fantom5,16492672
MFAP5,NOTCH1,fantom5,16492672
MFGE8,ITGAV,fantom5,24441829
MFGE8,ITGB3,fantom5,24441829
MFGE8,PDGFRB,fantom5,21868707
MFI2,TFRC,fantom5,
MFNG,NOTCH1,"fantom5,HPRD","10935626,12"
MFNG,NOTCH2,"fantom5,HPRD",11346656
MIA,CDH19,fantom5,
MIA,CDH7,fantom5,19200257
MLLT4,EPHA7,"fantom5,HPRD",9707552
MLLT4,EPHB2,"HPRD,fantom5",9707552
MLLT4,EPHB3,"HPRD,fantom5",9707552
MLLT4,EPHB6,"HPRD,fantom5",9707552
MLLT4,F11R,"fantom5,HPRD",10856295
MLLT4,NECTIN3,"fantom5,HPRD",
MLLT4,NECTIN4,"fantom5,HPRD",
MLLT4,NRXN2,"fantom5,HPRD",9707552
MLLT4,NRXN3,"HPRD,fantom5",9707552
MLLT4,NECTIN1,"HPRD,fantom5","10225955,11"
MLLT4,PVRL2,"HPRD,fantom5","10733589,1"
MLN,MLNR,"HPRD,IUPHAR,fantom5,HPMR","1,038,188,515,677,340,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
MMP12,PLAUR,"HPRD,fantom5",12195704
MMP13,LRP1,"HPRD,fantom5,HPMR",10514495
MMP1,CD44,"HPRD,fantom5",11381077
MMP1,ITGA2,"fantom5,HPRD","11359774,11"
MMP2,SDC2,fantom5,17623663
MMP7,CD151,"HPRD,fantom5",16200075
MMP7,CD44,"fantom5,HPRD",11825873
MMP7,CDH6,fantom5,
MMP7,ERBB4,fantom5,17638887
MMP9,CD44,"fantom5,HPRD","10652271,18"
MMP9,EPHB2,"HPRD,fantom5",18713744
MMP9,ITGAM,fantom5,
MMP9,ITGB2,fantom5,
MMP9,LRP1,"HPMR,fantom5",11279011
MST1,MST1R,"HPRD,HPMR,fantom5,IUPHAR","8,062,829,905"
MSTN,ACVR2B,"HPRD,fantom5",11459935
MT-RNR2,ADRA2A,reactome,
MT-RNR2,GRM7,reactome,
MT-RNR2,MTNR1A,reactome,
MTMR4,SMAD3,reactome,
MUC2,AGR2,fantom5,19359471
MUC7,SELL,"fantom5,HPRD",9538010
MYOC,FZD1,fantom5,19188438
MYOC,FZD10,fantom5,19188438
MYOC,FZD3,fantom5,19188438
MYOC,FZD4,fantom5,19188438
MYOC,FZD7,fantom5,19188438
NAMPT,INSR,"fantom5,HPMR",15604363
NCAM1,CACNA1C,fantom5,
NCAM1,FGFR1,"HPRD,fantom5",12121226
NCAM1,FGFR2,fantom5,
NCAM1,GFRA1,"HPRD,fantom5",12837245
NCAM1,PTPRA,fantom5,
NCAM1,ROBO1,"fantom5,HPMR",16226035
NCAM1,ROBO3,"HPMR,fantom5",16226035
NCAN,CDH2,fantom5,
NCAN,SDC3,fantom5,
NDP,FZD4,"fantom5,HPMR",15035989
NDP,LGR4,"fantom5,HPMR",23444378
NECTIN2,CD226,uniprot,
NECTIN2,PVRIG,uniprot,
NECTIN3,TIGIT,uniprot,
NGF,KIDINS220,fantom5,
NGF,MAGED1,fantom5,
NGF,NGFR,"HPRD,fantom5,IUPHAR,HPMR","11114882,15"
NGF,NGFRAP1,fantom5,
NGF,NTRK1,"uniprot,fantom5,HPMR,HPRD","10490030,15"
NGF,SORCS3,"fantom5,HPRD",15710408
NGF,SORT1,"HPRD,fantom5,HPMR",14985763
NID1,COL13A1,"HPRD,fantom5",11956183
NID1,ITGA3,fantom5,
NID1,ITGAV,"fantom5,HPRD",9686320
NID1,ITGB1,fantom5,
NID1,ITGB3,"fantom5,HPRD","8,831,898,969"
NID1,PTPRF,"fantom5,HPMR",9647658
NID2,COL13A1,"HPRD,fantom5",11956183
NLGN1,NRXN1,"HPRD,HPMR,fantom5","8,576,240,145"
NLGN1,NRXN2,fantom5,7736595
NLGN1,NRXN3,"HPMR,fantom5",8576240
NLGN2,NRXN1,"HPMR,fantom5,HPRD",8576240
NLGN2,NRXN2,"fantom5,HPMR",8576240
NLGN2,NRXN3,"fantom5,HPMR",8576240
NLGN3,NRXN1,"fantom5,HPMR,HPRD","8,576,240,933"
NLGN3,NRXN2,"HPRD,fantom5,HPMR",8576240
NLGN3,NRXN3,"fantom5,HPMR,HPRD",8576240
NMB,BRS3,fantom5,9920658
NMB,GRPR,"IUPHAR,fantom5,HPMR","17,206,121,045,449,600,000,000,000,000,000,000,000"
NMB,NMBR,"HPRD,HPMR,IUPHAR,fantom5","151,699,281,045,449,000,000,000,000,000,000,000,000,000,000"
NMS,ADRA2A,reactome,
NMS,GRM7,reactome,
NMS,MTNR1A,reactome,
